0, 0.0204
1, 0.0204
2, 0.0205
3, 0.0205
4, 0.0206
5, 0.0206
6, 0.0206
7, 0.0207
8, 0.0207
9, 0.0208
10, 0.0208
11, 0.0209
12, 0.0209
13, 0.0210
14, 0.0210
15, 0.0211
16, 0.0211
17, 0.0212
18, 0.0212
19, 0.0213
20, 0.0213
21, 0.0214
22, 0.0214
23, 0.0215
24, 0.0215
25, 0.0215
26, 0.0216
27, 0.0216
28, 0.0217
29, 0.0217
30, 0.0218
31, 0.0218
32, 0.0219
33, 0.0219
34, 0.0220
35, 0.0220
36, 0.0221
37, 0.0221
38, 0.0221
39, 0.0222
40, 0.0222
41, 0.0223
42, 0.0223
43, 0.0224
44, 0.0224
45, 0.0225
46, 0.0225
47, 0.0226
48, 0.0226
49, 0.0227
50, 0.0227
51, 0.0228
52, 0.0228
53, 0.0228
54, 0.0229
55, 0.0229
56, 0.0230
57, 0.0230
58, 0.0231
59, 0.0231
60, 0.0232
61, 0.0232
62, 0.0233
63, 0.0233
64, 0.0234
65, 0.0234
66, 0.0235
67, 0.0235
68, 0.0236
69, 0.0236
70, 0.0237
71, 0.0237
72, 0.0238
73, 0.0238
74, 0.0239
75, 0.0239
76, 0.0240
77, 0.0240
78, 0.0241
79, 0.0241
80, 0.0242
81, 0.0242
82, 0.0243
83, 0.0243
84, 0.0244
85, 0.0244
86, 0.0245
87, 0.0245
88, 0.0246
89, 0.0246
90, 0.0247
91, 0.0247
92, 0.0248
93, 0.0248
94, 0.0249
95, 0.0249
96, 0.0250
97, 0.0250
98, 0.0251
99, 0.0251
100, 0.0252
101, 0.0252
102, 0.0253
103, 0.0254
104, 0.0254
105, 0.0255
106, 0.0255
107, 0.0256
108, 0.0256
109, 0.0257
110, 0.0257
111, 0.0258
112, 0.0259
113, 0.0259
114, 0.0260
115, 0.0260
116, 0.0261
117, 0.0261
118, 0.0262
119, 0.0263
120, 0.0263
121, 0.0264
122, 0.0264
123, 0.0265
124, 0.0266
125, 0.0266
126, 0.0267
127, 0.0267
128, 0.0268
129, 0.0269
130, 0.0269
131, 0.0270
132, 0.0270
133, 0.0271
134, 0.0272
135, 0.0272
136, 0.0273
137, 0.0274
138, 0.0274
139, 0.0275
140, 0.0275
141, 0.0276
142, 0.0277
143, 0.0277
144, 0.0278
145, 0.0279
146, 0.0279
147, 0.0280
148, 0.0281
149, 0.0281
150, 0.0282
151, 0.0283
152, 0.0283
153, 0.0284
154, 0.0285
155, 0.0285
156, 0.0286
157, 0.0287
158, 0.0287
159, 0.0288
160, 0.0289
161, 0.0289
162, 0.0290
163, 0.0291
164, 0.0291
165, 0.0292
166, 0.0293
167, 0.0293
168, 0.0294
169, 0.0295
170, 0.0295
171, 0.0296
172, 0.0297
173, 0.0298
174, 0.0298
175, 0.0299
176, 0.0300
177, 0.0300
178, 0.0301
179, 0.0302
180, 0.0303
181, 0.0303
182, 0.0304
183, 0.0305
184, 0.0305
185, 0.0306
186, 0.0307
187, 0.0308
188, 0.0308
189, 0.0309
190, 0.0310
191, 0.0310
192, 0.0311
193, 0.0312
194, 0.0313
195, 0.0313
196, 0.0314
197, 0.0315
198, 0.0316
199, 0.0316
200, 0.0317
201, 0.0318
202, 0.0319
203, 0.0319
204, 0.0320
205, 0.0321
206, 0.0322
207, 0.0322
208, 0.0323
209, 0.0324
210, 0.0325
211, 0.0325
212, 0.0326
213, 0.0327
214, 0.0328
215, 0.0328
216, 0.0329
217, 0.0330
218, 0.0331
219, 0.0331
220, 0.0332
221, 0.0333
222, 0.0334
223, 0.0335
224, 0.0335
225, 0.0336
226, 0.0337
227, 0.0338
228, 0.0339
229, 0.0339
230, 0.0340
231, 0.0341
232, 0.0342
233, 0.0343
234, 0.0343
235, 0.0344
236, 0.0345
237, 0.0346
238, 0.0347
239, 0.0347
240, 0.0348
241, 0.0349
242, 0.0350
243, 0.0351
244, 0.0351
245, 0.0352
246, 0.0353
247, 0.0354
248, 0.0355
249, 0.0356
250, 0.0356
251, 0.0357
252, 0.0358
253, 0.0359
254, 0.0360
255, 0.0360
256, 0.0361
257, 0.0362
258, 0.0363
259, 0.0364
260, 0.0365
261, 0.0365
262, 0.0366
263, 0.0367
264, 0.0368
265, 0.0369
266, 0.0370
267, 0.0371
268, 0.0371
269, 0.0372
270, 0.0373
271, 0.0374
272, 0.0375
273, 0.0376
274, 0.0376
275, 0.0377
276, 0.0378
277, 0.0379
278, 0.0380
279, 0.0381
280, 0.0382
281, 0.0382
282, 0.0383
283, 0.0384
284, 0.0385
285, 0.0386
286, 0.0387
287, 0.0388
288, 0.0388
289, 0.0389
290, 0.0390
291, 0.0391
292, 0.0392
293, 0.0393
294, 0.0394
295, 0.0394
296, 0.0395
297, 0.0396
298, 0.0397
299, 0.0398
300, 0.0399
301, 0.0400
302, 0.0401
303, 0.0401
304, 0.0402
305, 0.0403
306, 0.0404
307, 0.0405
308, 0.0406
309, 0.0407
310, 0.0408
311, 0.0408
312, 0.0409
313, 0.0410
314, 0.0411
315, 0.0412
316, 0.0413
317, 0.0414
318, 0.0415
319, 0.0415
320, 0.0416
321, 0.0417
322, 0.0418
323, 0.0419
324, 0.0420
325, 0.0421
326, 0.0422
327, 0.0423
328, 0.0423
329, 0.0424
330, 0.0425
331, 0.0426
332, 0.0427
333, 0.0428
334, 0.0429
335, 0.0430
336, 0.0431
337, 0.0432
338, 0.0432
339, 0.0433
340, 0.0434
341, 0.0435
342, 0.0436
343, 0.0437
344, 0.0438
345, 0.0439
346, 0.0440
347, 0.0441
348, 0.0441
349, 0.0442
350, 0.0443
351, 0.0444
352, 0.0445
353, 0.0446
354, 0.0447
355, 0.0448
356, 0.0449
357, 0.0450
358, 0.0451
359, 0.0452
360, 0.0452
361, 0.0453
362, 0.0454
363, 0.0455
364, 0.0456
365, 0.0457
366, 0.0458
367, 0.0459
368, 0.0460
369, 0.0461
370, 0.0462
371, 0.0463
372, 0.0464
373, 0.0465
374, 0.0466
375, 0.0467
376, 0.0467
377, 0.0468
378, 0.0469
379, 0.0470
380, 0.0471
381, 0.0472
382, 0.0473
383, 0.0474
384, 0.0475
385, 0.0476
386, 0.0477
387, 0.0478
388, 0.0479
389, 0.0480
390, 0.0481
391, 0.0482
392, 0.0483
393, 0.0484
394, 0.0485
395, 0.0485
396, 0.0486
397, 0.0487
398, 0.0488
399, 0.0489
400, 0.0490
401, 0.0491
402, 0.0492
403, 0.0493
404, 0.0494
405, 0.0495
406, 0.0496
407, 0.0497
408, 0.0497
409, 0.0498
410, 0.0499
411, 0.0500
412, 0.0501
413, 0.0502
414, 0.0503
415, 0.0504
416, 0.0505
417, 0.0506
418, 0.0507
419, 0.0508
420, 0.0508
421, 0.0509
422, 0.0510
423, 0.0511
424, 0.0512
425, 0.0513
426, 0.0514
427, 0.0515
428, 0.0516
429, 0.0517
430, 0.0517
