dSFMT-86243:147-43-3-4-16:fffffdfaff3ffeff-f3efffffffd6fbbe
generated randoms [1, 2)
1.542017911038864 1.798512737052249 1.905463538402402 1.508822085796373 
1.768172598337679 1.282133902671222 1.718276511872775 1.195697579765510 
1.699752349982979 1.250580821076403 1.905402504174309 1.579620975720837 
1.510044901764133 1.888829460630814 1.569294560799700 1.066876318452204 
1.531902097205899 1.493686110489999 1.173466491755214 1.717567536490016 
1.354584352093833 1.011534780892555 1.325254934062515 1.811366737434617 
1.483868447091936 1.672836166519776 1.992071688372804 1.439312499580921 
1.356523307289015 1.677801182759618 1.950076994056018 1.475918004096834 
1.958681852792527 1.678282484370852 1.515288100833718 1.021171599533666 
1.880876305121182 1.496217593257851 1.177764689251980 1.116872551166414 
1.286020998693812 1.933024015881142 1.202308395130377 1.986526713107212 
1.906082222300042 1.192739356362765 1.130916049544937 1.087747744454921 
1.491280211520727 1.072245038228393 1.020554781733138 1.373513820639605 
1.232676271770183 1.352787980483072 1.250227867254702 1.948417658253787 
1.256875915039180 1.039132731444329 1.868887009571989 1.073101816266074 
1.008160716319453 1.167811680690796 1.508729586543303 1.736241846784673 
1.006747905696921 1.834672862145622 1.146446643519320 1.058229814984741 
1.313296941414809 1.346028518569593 1.562727689317384 1.213250549258957 
1.218873173136288 1.431421846475551 1.429723729406423 1.475349028427577 
1.734922562783571 1.250114589909743 1.175845513909266 1.477392947213107 
1.994288132410222 1.221561262467890 1.281963113412173 1.177532250794140 
1.696969398506986 1.668830246343910 1.427273221406117 1.665696693970382 
1.377155303548094 1.863928306410882 1.251342486302561 1.654351124508002 
1.873565206285824 1.968907406159865 1.529631702911927 1.629689814531790 
1.062825724829340 1.664452498518469 1.602159363770797 1.707905846352007 
1.831645717240299 1.781749841305846 1.365132699585955 1.756351317711163 
1.172691450666051 1.198341741801692 1.321800117340680 1.446512013648692 
1.102248999898398 1.100532364459740 1.344257325058948 1.088025725289312 
1.099619795237548 1.903242458569753 1.841636530430153 1.265473807182695 
1.697717270608219 1.232843298711897 1.925487715305356 1.928180050829838 
1.138779250921960 1.586167421966369 1.085241166528855 1.930474071080081 
1.278358858776009 1.499166382898593 1.172358060928077 1.220629127568577 
1.523202235011681 1.379581877030801 1.904337408215768 1.445850515020132 
1.019613157382234 1.863157111327367 1.291175774001142 1.211271252137953 
1.810506158138679 1.295265852632767 1.101006791993114 1.639528222428486 
1.898637323204106 1.114347699320791 1.678301017958574 1.988860085956817 
1.616832315790252 1.179170292567745 1.125581894111344 1.960519535224242 
1.596040656858468 1.828773650755944 1.628757286801263 1.424393884264097 
1.513286409132368 1.932482412421786 1.274827587070718 1.780737401379487 
1.250345484427260 1.584608490554528 1.089353076514232 1.565028733562139 
1.438107642543830 1.115601349804423 1.715946281371593 1.189424998442026 
1.845257868604884 1.007916485325515 1.388516163308900 1.913845048961246 
1.600632382134694 1.852866403184231 1.300698845394578 1.687144827767934 
1.419833812555193 1.255286803017482 1.227405110951585 1.701229853466765 
1.086409837656133 1.027365510644203 1.328258294262510 1.959943090125975 
1.462826297125334 1.670733847652958 1.013549507301875 1.081376832614383 
1.495845262660888 1.799282857982950 1.254257476016261 1.570634293523431 
1.337966343650265 1.300538490510462 1.470654825691972 1.083265273635662 
1.632193040468677 1.563730489915101 1.005062673555594 1.826621782424867 
1.013458088772928 1.324460147589699 1.016266702382918 1.625047169825968 
1.410777103226157 1.769804672171945 1.915924786963390 1.049190072843433 
1.782792422256896 1.029527464981617 1.513566589765881 1.673973846562268 
1.955305800296765 1.625606683879939 1.653680053374525 1.603731755660222 
1.418002054035357 1.683783352960053 1.460077068003249 1.488669970173409 
1.410505640727826 1.853158193967333 1.948075758412993 1.121994039656292 
1.743001090914145 1.074419767014632 1.635372310995457 1.075419489948279 
1.239257392603474 1.932165892802194 1.985956587640373 1.039377331161287 
1.299827905206052 1.510175930306122 1.385294740736931 1.988053788550529 
1.857897617880768 1.872851031072022 1.736018806647146 1.000205752822357 
1.696744403108384 1.595181183041162 1.080249997818125 1.701789581019474 
1.932487590613352 1.728557653740520 1.714226443113802 1.645937040363023 
1.644334947308890 1.158614462811383 1.677153444475010 1.177109391462224 
1.953223286849840 1.098593607715120 1.705375938477762 1.003393223264835 
1.166963256738781 1.063846293366627 1.846788395727566 1.043525489867730 
1.999482862676385 1.197615070577148 1.067533321438064 1.836010225920312 
1.953040558435941 1.398583780770814 1.571348390126423 1.191424691415452 
1.037336125969539 1.191432498876930 1.616334783950454 1.665652206429963 
1.318139440758847 1.347872524660370 1.499998753595703 1.399510220006777 
1.611018217421217 1.671731206616386 1.273067017033922 1.365102507494192 
1.741865519783012 1.173416416951755 1.181383097753687 1.802056768205150 
1.060065393796621 1.416608869148050 1.140057024436776 1.625163742636510 
1.739603635847069 1.501415277076861 1.792420698019457 1.571372174616730 
1.097039270029136 1.401397871002683 1.793183756625853 1.203043066617413 
1.719876414269511 1.015925553565358 1.954383557803615 1.944591630845991 
1.458526558018801 1.212812159987416 1.853948442008843 1.096245513795097 
1.315464911662870 1.751490824094982 1.519008056716191 1.832160859795632 
1.974020047720600 1.559681327442249 1.852917143938408 1.372978035644975 
1.116260026496778 1.982674446495023 1.797047402795785 1.755551964934609 
1.133949786054417 1.011706589629034 1.128405718492538 1.490992538510773 
1.655028045293643 1.615565847052851 1.713871264444902 1.077177451891894 
1.162404835475641 1.571856083632701 1.464726988293421 1.729895824371499 
1.178793158196927 1.432128416348687 1.025466948486051 1.638522988277199 
1.404263298866445 1.830816937640226 1.143732889929718 1.672135836064513 
1.595096101523419 1.471190496302964 1.531834380978823 1.556894847039938 
1.223669812035557 1.752030729627940 1.971996697264545 1.211635007298391 
1.941555421667229 1.870937448272664 1.493832326903106 1.972990712681679 
1.222444770811906 1.540647251428279 1.434230101612702 1.452870926948137 
1.751249537616937 1.513498791283707 1.705492428495690 1.590154030913892 
1.482952617967432 1.913718815367156 1.132855414309320 1.965245039565797 
1.861830717461286 1.362609806256446 1.908436953424122 1.315312762979179 
1.399291692737848 1.813713449826332 1.119235868716286 1.712918106657813 
1.428132950305306 1.390163265974141 1.425366469126123 1.222790933678345 
1.136839695666780 1.697953217785565 1.882919774574381 1.408237412920576 
1.293809593474647 1.511149796950103 1.727642987348240 1.766563748975299 
1.148204156675778 1.834289038861755 1.332085828062441 1.889900453508774 
1.692576995462169 1.202144446398451 1.497592795489456 1.581381519664467 
1.739368970909368 1.101807369976977 1.128704677421881 1.645741476807360 
1.304507404984644 1.439892330491171 1.497027205414945 1.464634559875714 
1.308103231762041 1.712839699443377 1.558699975770398 1.231553842504486 
1.741912841848931 1.282284098195084 1.279912292040952 1.521412268083272 
1.730318061488147 1.074955655920372 1.787878343388379 1.945460676225230 
1.188220666035873 1.067222369236545 1.922462883351077 1.900638233282685 
1.733978048169510 1.747830652216654 1.278333662340653 1.768332477558894 
1.689188506784242 1.682148391363034 1.988115444760084 1.948537684602410 
1.754008503851643 1.583902657907749 1.957440924618846 1.201714844886970 
1.958425191934718 1.699056083673848 1.908013106953387 1.468457656112143 
1.575867287722890 1.089804498371899 1.842832226600795 1.982731645588383 
1.761138775670969 1.747538585232846 1.203866451854343 1.539201937945148 
1.791622889857040 1.473223957702636 1.383586034616102 1.096918985696576 
1.202850055466210 1.935098732032034 1.946046089061676 1.981193693459253 
1.911869961717181 1.631833079919632 1.431507128009269 1.967269293819822 
1.827185185381131 1.126116773916271 1.870486490384390 1.983580614982886 
1.575503438280657 1.013687740767137 1.720222781748174 1.249558308304624 
1.783693079178766 1.428325432246810 1.962684140235274 1.436134729695232 
1.531362395800577 1.372488313873645 1.436928226809114 1.432067538825175 
1.529740176797168 1.676766689749576 1.076350123163384 1.006443327793138 
1.206044663733162 1.077027034435277 1.404491498350255 1.101363315839138 
1.378151611521015 1.950951060746431 1.858938768687676 1.617926646139323 
1.363739871415599 1.287467463368327 1.409759787400731 1.045807826292953 
1.835707244814230 1.241534167255602 1.536760257693471 1.773952152974526 
1.375171817682352 1.747065079948206 1.791262306208618 1.074313159879401 
1.189003949036239 1.967291500876125 1.712919079551798 1.711177173040574 
1.428502610129091 1.338603110077165 1.079710879889960 1.420219837981030 
1.827536143447662 1.169586759458552 1.674116594962024 1.390687831839598 
1.242296490926863 1.714542981800035 1.738559769611864 1.907198581604144 
1.374442138767269 1.828605749578045 1.670907343641698 1.879908669814647 
1.635085344488476 1.394584387711360 1.012607566426648 1.536176865569129 
1.504622795310523 1.730417587269735 1.295631085343723 1.628497164037440 
1.648887263189014 1.114458280211439 1.745249726005567 1.944200634227968 
1.196005528761535 1.438698979692455 1.388481535681836 1.409528403181552 
1.202526442939184 1.481962688431876 1.594632580904479 1.356681261024191 
1.358867427248193 1.818899211846102 1.361475725222020 1.522701896260626 
1.676499879985632 1.573759052780164 1.010663032805346 1.672299734974735 
1.742191557918103 1.296696333908656 1.195174239060657 1.056277248302227 
1.902273767472114 1.618165877068231 1.870762623971083 1.293818639554814 
1.931218738905818 1.462451089267773 1.450875665829724 1.452371127439166 
1.084203646088856 1.783877288681875 1.142944635228035 1.537030542525947 
1.082027362078378 1.578401046141198 1.593662421825899 1.141212589332971 
1.454446165624787 1.447359470155183 1.198350863097849 1.893205388727947 
1.783079104121530 1.035414872923819 1.537296743543543 1.828599586712175 
1.570168724449081 1.490749442068353 1.132636004789635 1.396741697921338 
