dSFMT-2281:14-31-1-3-8:fe9fe9ffe7bffdfd-f77fdfdff7ffffff
generated randoms [1, 2)
1.077427236496698 1.330805958033812 1.309707160767514 1.953669600777857 
1.863529318071155 1.321892076950329 1.946142188543320 1.302357587041251 
1.380611365595055 1.093925093692712 1.411057936483305 1.779691014798493 
1.183086936050396 1.794514975202003 1.323032219167823 1.609551465224919 
1.327587914085547 1.717539308202154 1.216582285067127 1.927186828884088 
1.793094935148884 1.181951248889713 1.175540079807404 1.633430934914930 
1.085794086927824 1.784554227170075 1.292078504332188 1.316245580421609 
1.268861750463818 1.729377627332138 1.868000566493375 1.684227100712803 
1.342785476310139 1.075392962541221 1.080089492260605 1.576871428817087 
1.422033395777587 1.978134184422441 1.163552662701510 1.352834444800846 
1.857228732693353 1.699695347676389 1.903982742401793 1.932456223827375 
1.695686594942114 1.718273995803726 1.483634408204670 1.073518510015549 
1.591670738637605 1.713521238530624 1.899302056237845 1.244879175261784 
1.842790240395573 1.139626824539296 1.858773264201693 1.001089845922076 
1.040840974782779 1.146356329712363 1.996478986873355 1.171077780342237 
1.393628133303862 1.448033732504982 1.769000997232526 1.584243112795612 
1.201249635869338 1.067094416880096 1.951848463608291 1.536555811318746 
1.865969964308901 1.872332542725194 1.989437403077432 1.704658838203047 
1.980831082524279 1.654981206938729 1.800939644212303 1.362661892448138 
1.336165617563600 1.503929038514571 1.486417110848022 1.354630193753014 
1.706477765702340 1.493757504664652 1.701666405440657 1.081044300473117 
1.041800755980823 1.009273777406132 1.843663675372501 1.336976447831458 
1.182563489227586 1.142351109476836 1.862986750230597 1.339158969943403 
1.912584023393991 1.894326930088055 1.971336288487062 1.283480894789759 
1.200022478758685 1.154699114631973 1.117453924937461 1.114459043271783 
1.931917563423575 1.484268062554988 1.263763871879671 1.902318597016103 
1.457751055727511 1.597865299732052 1.535186092126480 1.250033472119134 
1.373198127343330 1.027587811589155 1.904888565283696 1.594483380783784 
1.479585673629977 1.363132014620260 1.721071292205167 1.727554097925535 
1.873615657518144 1.693715049062060 1.824206256250350 1.030894874764912 
1.634308940048510 1.722912939190461 1.996345354551621 1.077730918087960 
1.655388268387637 1.069111688550187 1.827023267617367 1.864144945229129 
1.311553675886012 1.191142474270687 1.021746291636341 1.715298495295321 
1.819387977037318 1.549489589879556 1.667242454191710 1.804270780005735 
1.892228358182182 1.116119759897587 1.497620851214513 1.658971153139546 
1.282407739693299 1.418985251920655 1.680400665175474 1.450424025647558 
1.932124931538461 1.656327178049054 1.068633815635842 1.908549676447822 
