dSFMT-4423:5-31-1-5-16:fbff7fffffffffff-dabfdb9fffffb77f
generated randoms [1, 2)
1.369835972312664 1.009463956977914 1.654414077342967 1.319812008507507 
1.334320279694563 1.638715752946499 1.109482552119245 1.284282251702144 
1.602629664193398 1.620840757139996 1.617365182275066 1.496712218849132 
1.143087614302637 1.874253244021430 1.795947405651884 1.039776265389482 
1.790659953629966 1.916716183681330 1.569202352182976 1.916156398242174 
1.199364336129019 1.398087293911432 1.769351972192225 1.080232536565393 
1.202521077916053 1.508029288544248 1.984779522487115 1.631963493616026 
1.412007914339157 1.886090624575223 1.407417983018547 1.772882812735485 
1.265492758393380 1.634844195455101 1.332513851991502 1.718424634426483 
1.597983949130673 1.821953210984909 1.773113118206396 1.717036488481966 
1.848945539041144 1.593944485143462 1.110502904566099 1.706385998703595 
1.882359320808728 1.668021470574050 1.743200600828031 1.377781515741148 
1.984791067581563 1.330473132513443 1.165383544638731 1.308182429219147 
1.204307402933717 1.667575907885114 1.071627022627748 1.649662551796071 
1.841216831952146 1.336842333578314 1.093859862651051 1.640196076337971 
1.625009228315062 1.367201720864982 1.221894111161230 1.275741381239540 
1.094330244442789 1.241947105949669 1.283100589716726 1.363021108220176 
1.003240088191923 1.187852690791897 1.037191613826828 1.373505797023973 
1.448877821650205 1.273946530829861 1.227938386599945 1.331481601409055 
1.014527814024433 1.662337223702582 1.275222694934526 1.698035022226669 
1.920604940022041 1.311831534639139 1.821670906848403 1.182360750380173 
1.697271969812243 1.666136703010497 1.816969253908853 1.546672827595380 
1.434938841000648 1.925334614403683 1.026781475848693 1.393509453284307 
1.240345570437874 1.512909206241164 1.905834566959245 1.570219308162810 
1.332712896594784 1.447341158705248 1.069491010940270 1.496464266704264 
1.522022782598386 1.975399220538596 1.823250489471492 1.657619776697066 
1.738132192885481 1.980194885504219 1.362728362911751 1.135180356868206 
1.912325841209275 1.948192511881649 1.694229548878823 1.454920508360291 
1.720292968004826 1.134869020329169 1.052055866134190 1.628973429649328 
1.982154047030697 1.379746100187943 1.989597051267025 1.348924731443654 
1.018013120940369 1.903792213007434 1.365722897493009 1.829248123838045 
1.588462505120131 1.663422054955003 1.763057897999501 1.379477221884227 
1.686706762621882 1.119718184475857 1.583004535529197 1.520492869849475 
1.486992358435783 1.435154728973394 1.244899266387303 1.281091200217740 
1.938434062796057 1.371128525633624 1.994149114903640 1.119765295547578 
1.317241265638465 1.663088690806817 1.918679304277763 1.701257950328268 
1.234036233174574 1.707869931822521 1.633764156178920 1.137113365467133 
1.587958847465805 1.627729781071292 1.550774478770658 1.224957947280372 
1.087916236624243 1.327196426436929 1.462159808709223 1.589005122883749 
1.542599402139851 1.786564077164815 1.805758257103988 1.516127863529106 
1.308821561626213 1.028682219653166 1.149761173727624 1.921425747621512 
1.662443718239762 1.242197630851846 1.339481153362989 1.513213889565020 
1.436512820665915 1.418651849424868 1.895125691882605 1.288719232293981 
1.816665333795977 1.207534719709095 1.023261074440415 1.963764511469791 
1.372020643974217 1.968645174721427 1.295179575527137 1.530649806670486 
1.741403173610648 1.596418933887960 1.807950404909390 1.947902408187959 
