generated randoms [0,1)
0.07430780856272511947 0.87007222583464116639 0.34032347529745865522 
0.90568696637514212178 0.42564791683931257893 0.90581700734132475361 
0.74391434085819452271 0.26810880347546373059 0.60583394636494114494 
0.80913308255659144308 0.63618420634745964648 0.42416123898364466172 
0.88977253110312015671 0.95922161788461957066 0.26590404501008868543 
0.86243321154414309682 0.67096790159219477090 0.50717224902144031340 
0.43060672801357813277 0.98618619591448175576 0.15723414501569421553 
0.06376100102815174253 0.83109256238249207271 0.90242840485207143075 
0.97717459390004868247 0.85823193507483930276 0.61404375027486257643 
0.98730967204444319840 0.53395381607670633350 0.11104642633281813779 
0.04700007219853374885 0.88078186687482484807 0.10442414231048058326 
0.16580786925943136190 0.15367717886800025262 0.95580865304193385334 
0.70535245981028804607 0.13357380099776050564 0.04703069970113937792 
0.24539901435114397366 0.34082423357840085920 0.64373655486804493009 
0.28365649917218838105 0.67142355936693043361 0.18799353942156460384 
0.78760758260228191929 0.45650102802243974764 0.86788432245587787683 
0.73411107646563755758 0.38188688878004106719 0.16874020675491863130 
0.21303075235885637895 0.12895134751177339538 0.77488476041574627651 
0.20181905170743474898 0.37369508229224024376 0.57819149398554769981 
0.88250218877692709896 0.20300982053492333534 0.34660437635705543258 
0.58393411631220071278 0.76634917321621265351 0.67151626508593431630 
0.00208068052779375456 0.28214821908964138331 0.26151935147011484695 
0.64076403393413872145 0.96887997729085917342 0.40047919507847495879 
0.97009607370071293531 0.26714326705157454001 0.43884337984939736366 
0.09037146532913853392 0.26163363144556006645 0.58986578992773575081 
0.89251717922224593771 0.48294906422065109197 0.51733443576667914598 
0.43359800767585099379 0.60654433898088377930 0.63272102223068182880 
0.73958126002189361614 0.31132442970762053136 0.39380950620209964619 
0.82509844698207146507 0.28336900577535284462 0.07190827878341110591 
0.90605676787145372764 0.28592412458847671353 0.31834488695549367776 
0.00534798915720746670 0.97490363954883130226 0.57002045065082973530 
0.70163259286407786419 0.43221686874964748704 0.06486004753554297508 
0.27597105093887575045 0.75040993949203382840 0.43256523310564864993 
0.21455308255217819813 0.30649908938955272575 0.50155079665939794609 
0.91877805571956105979 0.09536512856808676553 0.12519802684391678760 
0.68594759639535829443 0.56415751446736273067 0.74181734778596242208 
0.13110953294659677404 0.49839359422576934300 0.21145499051477045782 
0.97808598705846039323 0.57114690313701199642 0.75259509325008644431 
0.78215358765979758893 0.69090199406833563422 0.36331498756642632841 
0.83950983451723293349 0.18698929745738079866 0.66541790268515477180 
0.43635901872468796370 0.97594343263742544536 0.51061639109714351825 
0.78294313640023305290 0.47214805556299133116 0.22052083568848823703 
0.30260026292711694751 0.45723176428199807653 0.65537440797986912244 
0.99094778526026638943 0.96928159527439405885 0.77230815831424060036 
0.21780820535153688766 0.18519029279580379033 0.50538227994716544700 
0.26786930551802257128 0.62851916585432143769 0.34824336475822326165 
0.35517318850576851119 0.52077525176130157192 0.67460059299469898875 
0.37053643669902203150 0.28342985702816658744 0.01995235066008826941 
0.31196644750988733463 0.62889632875666401368 0.12737969705603768844 
0.41330679696882666185 0.24451648506786738402 0.08264190948938576753 
0.19027678656977964344 0.12472913333825852433 0.47394646918098626287 
0.02598911906167722385 0.53370387192160007039 0.58157351259703959911 
0.73992629395749887067 0.75572477557412232052 0.97827065248092237582 
0.39684920608226370575 0.20332508431221318901 0.68305970559605921899 
0.67701034872126553132 0.57211373474551519003 0.28713060315537020095 
0.83941817546144625872 0.46021328880797773841 0.25489399453353156488 
0.18296490013474420167 0.74963039049305391082 0.50416410939570965866 
0.43044470687497948802 0.61549163511316895558 0.91708488577167446287 
0.83476661913942029614 0.32591373473403173477 0.69393000190178821818 
0.71776933919910512749 0.62691135228184324824 0.43162040273133750468 
0.59093628051167113036 0.54799702665095484377 0.76246849681765338502 
0.70916384818588484862 0.78657173677708724924 0.41714935789923468512 
0.37958764656825194628 0.43064229624114958028 0.75880964952813734214 
0.89796333508440340232 0.20918511147263418870 0.12285630014675508193 
0.85413391988237385988 0.73411207597997463203 0.53263617924176442919 
0.10543344249873753959 0.32288564402723030078 0.96048302203364865903 
0.86766405053684514392 0.29527268438771336889 0.20293700744661236079 
0.36916296758409039569 0.97938846183251659916 0.97720593349204953881 
0.71376088880716870300 0.76120223117807239710 0.06060821417569495217 
0.45621202967940899242 0.52526446143669236477 0.54114852831928428323 
0.28875159684746565247 0.66227675045906875262 0.56897008907999246929 
0.76784049118353436825 0.00652263181189960406 0.99490522922914381709 
0.45953987965194764698 0.32324908658170570241 0.41915226202391697718 
0.88362726318619300159 0.53460032735516826996 0.13787900335247638139 
0.15041514087105101183 0.60053164450871809876 0.32870057876248992557 
0.85098894220621645879 0.27651321550511531733 0.15277227567330453617 
0.67907065554719658884 0.55885107242941489680 0.77089676954935870690 
0.84934950719934732000 0.94494144120718814861 0.08210867039395219891 
0.89056299576766595472 0.60370611577983646079 0.27549337576668908589 
0.98035419194433037759 0.21687015843077306343 0.98938865732412928367 
0.90557218439610354110 0.16686430857809675388 0.43444730446772839016 
0.07443843490080448433 0.00264994439977961349 0.25214256108465638029 
0.03561396683469819635 0.28218029756066043134 0.80919732755573337002 
0.18477654063306059307 0.66313895568048497609 0.97617631714492048012 
0.29642585778905905514 0.51357284459979135605 0.64999665313973453706 
0.92209241722925749940 0.42761408024244196291 0.27923986757771923628 
0.71686892788710721014 0.15289268530875466112 0.66994743018446256677 
0.96334421569021277953 0.87244612902326523773 0.45797665550862709516 
0.90625688374674440162 0.57355223241816655211 0.56646229049075369488 
0.54434665650051283770 0.84765663784607503395 0.40605174626142570560 
0.81195238783476542110 0.71466766770393497232 0.31850062323402927866 
0.70162246399840211275 0.22304126078323327498 0.68277714692149205078 
0.87018730776521779902 0.00521306258581799575 0.94448950980006807221 
0.99675806528898891479 0.87041113745432641124 0.49927929211835042622 
0.50495650363000410543 0.49154282346190103503 0.01845081122063074730 
0.34894411030083061220 0.31356593328422777134 0.96427254668817674599 
0.60147583304069685006 0.66439692097722558017 0.08155976684463350779 
0.41452290027680693818 0.11539939264833942723 0.78949870365403573835 
0.78231501606526698822 0.60347231500375353441 0.02272416035221147546 
0.20358987328367295078 0.73656249106615057087 0.19936182643538846726 
0.75944501572063471961 0.28842740286026380403 0.33733064151056568747 
0.82915875776761627236 0.01188388039081544889 0.12354589961707440615 
0.56706910246338870785 0.86473547869998990123 0.99475001407271879117 
0.28757788682444185291 0.70811945027169898026 0.74786608547952249104 
0.10996821340427809233 0.55237942182294630378 0.78009776120657892129 
0.52037770657869408808 0.16327607411298239448 0.61802192412340062333 
0.15460415715053832386 0.86530545137725844995 0.55351008036410020985 
0.17990215650451357732 0.05497195791629194694 0.55334011422076834208 
0.79791811016786207134 0.36725795875969136084 0.34065236936621423602 
0.19401941939960232197 0.39675403521496921400 0.55604287126856344337 
0.84884110033337423218 0.92025386764753158708 0.10550325746480226918 
0.09884897475969212088 0.40777994673402861991 0.72215322023282957353 
0.13848388750698670258 0.07622975683286092874 0.59586358914889703264 
0.38471940379381308617 0.74964124772742946057 0.88255684563936775966 
0.73693816880654927637 0.88907139963014736317 0.58078258124779424953 
0.54132370988818290236 0.88583981014895796235 0.34517445834284665729 
0.42162950099734208820 0.47875414527410442567 0.84647231688081592260 
0.53864630763228316113 0.91451238866930828486 0.64739763998263488709 
0.78482590617401726263 0.44636571192984364487 0.96318448302930792515 
0.45136776811236667406 0.56251174957428040635 0.12939900472227194861 
0.53781242380811722370 0.03155236015814222306 0.97778873544232602910 
0.67131749505914228848 0.07912964181306958444 0.73669944547722532313 
0.42696943662819397680 0.20798850174378036293 0.95835324375246533357 
0.54113370532438920257 0.37845093462188539313 0.19766384936948400153 
0.42382140885327346247 0.17572722856585332174 0.59284182970972088000 
0.64371900340870191748 0.02188397329576785566 0.85665323163385065364 
0.57231093151736955882 0.15269291415466357265 0.08246890634623116334 
0.53729463003770927543 0.84547997877942870915 0.42904889393494372030 
0.90965444427673625150 0.99491186239510120970 0.33962922058124744851 
0.05262679614953569285 0.51113972432384713329 0.49530620073278841531 
0.88339036482232757841 0.87426584592917722105 0.45850737289186560552 
0.14707938162569922369 0.58805613615303231612 0.29086053107797127382 
0.25629002845962811641 0.26854566561430925908 0.77429201448132123353 
0.99857148018046215654 0.73220844229803039305 0.54776142728292898099 
0.36221456725674294752 0.10672417900990960327 0.28394373264523053990 
0.44166995823092625173 0.23877250819356832245 0.62936740816673797383 
0.18703289179589899227 0.57219513050704429169 0.16088791635258870016 
0.21602379536845939256 0.65490737291083966909 0.74070068941911348936 
0.42195878590108137907 0.86996513511713735589 0.27847410921578807930 
0.80151564927312501929 0.26460704682217239814 0.21844057683156870020 
0.65116590044257471881 0.58823307188145590452 0.43712359868289629716 
0.38939876254465644045 0.78668957598194588776 0.85457461879710616692 
0.57508624149678810866 0.33389255407052709224 0.53348232831506492424 
0.83238280953469923062 0.81228628308382710976 0.49744965001214924705 
0.00157401969928261387 0.88563495792508506455 0.82678819110792867164 
0.27828116366500021961 0.57834030317731199844 0.21947287429210304843 
