generated randoms [0,1)
0.46366834417692781578 0.15750772270054125279 0.93281232081593845606 
0.82875897537223708333 0.78089891497590380176 0.53932871879288257766 
0.39760799266696933429 0.46842557445805921290 0.53879943734679525136 
0.82009326566489226806 0.61956216135743424900 0.07603501017899017000 
0.46417744733374277644 0.22748737586934431043 0.54710969758218608305 
0.65959077452988568169 0.62864727274194254214 0.39558031286612416189 
0.49783543656210715866 0.29833435668415186903 0.57297490910221671179 
0.66272057459462474505 0.76154707635813068123 0.70312797302568741387 
0.14186419847712539166 0.04486222527485739242 0.94176057638915255943 
0.63866690695009631362 0.76075598319658577218 0.93207496197915329361 
0.94578034351220696685 0.56632897306346929867 0.59675697379699044198 
0.86890940486867140891 0.65292402513179848000 0.96503198287223246332 
0.17247135916908695741 0.25778752663510551280 0.00853886275513016102 
0.55819039099357770084 0.97855948920971869143 0.83988350795330468657 
0.96721737818330222325 0.31232349216132426761 0.58309075861141490549 
0.43844070148656011376 0.45536733877763091449 0.62990038886200250268 
0.32194401219441504125 0.15213546727258209224 0.31912811369605420531 
0.06540365652510682359 0.10925785447437474929 0.70561125979361127847 
0.04124863448177285008 0.05534312616348180391 0.98684889610740578192 
0.56570089598722095303 0.25203143935598304459 0.88509549744465032539 
0.38792015486577069439 0.65883576908582286435 0.27221014577311519744 
0.48552694943517327175 0.97226885453966360728 0.66661989146731359668 
0.95189782294172298194 0.29141358595276445342 0.66930547861545286459 
0.98415173173997216871 0.99042193524976851471 0.59567959755019139756 
0.80687924133472410659 0.79144288218696101644 0.87926108507482525489 
0.25743363385763928797 0.02246282562217372103 0.84839219094869333659 
0.43006609971507470114 0.42841500333244231236 0.51442332088777797949 
0.36227472652878223158 0.93932679324461165749 0.01739518037542131523 
0.76604476815008570867 0.71888059422046080016 0.87571880175071292740 
0.80465552953972463435 0.74073780408225964322 0.31726303501350017200 
0.93809048792653060289 0.20579732115938376147 0.60663167181793253846 
0.05221750722507878528 0.55120045047835564134 0.48397138774672776584 
0.05309416490551166490 0.45166226792809083257 0.94566076045707792019 
0.95144980360573017109 0.10969254695236085873 0.44054131177098931893 
0.96797267661520614013 0.58836093800552435873 0.06642145479458338997 
0.75465465847160828616 0.43414025676562695288 0.58773827942050571593 
0.21309273526442340518 0.51713737326765807367 0.09758868877843407397 
0.06216019704432595994 0.19651161856311527565 0.96890729663154662177 
0.66729508720857833026 0.71411294875128095150 0.44402933401704491878 
0.88343974219407739312 0.75662816465935422983 0.93935568707651206921 
0.39304327282511586361 0.75977750495313767232 0.45492561254821062278 
0.13798463158282969765 0.44899934161793031429 0.11501066086274169820 
0.87540934964329575330 0.33207089661105348988 0.41104562007034828319 
0.30618993462846710862 0.80594599331196437042 0.61348173176028697462 
0.56851732450402225894 0.80770061270868298564 0.88333795007904036822 
0.95085789965120093292 0.10208990777830329044 0.22328493215784805948 
0.67179500611144571387 0.72159783866309101796 0.29177325197368575438 
0.05674329544942735559 0.78088623609408536197 0.04058987525461632551 
0.23366895122147779418 0.97809254508751197754 0.64385695684878863077 
0.41528625180290057450 0.91276535981181372570 0.38519283338383303317 
0.53209627258135872019 0.25518067449207748609 0.15586210338922379393 
0.64388910817249533913 0.23626058749716971619 0.02986467056268637954 
0.52964784074646087397 0.39515050805597606853 0.71892013678684629774 
0.03361651189200154377 0.39130368433523110561 0.22192859381880025715 
0.19238616701343835835 0.28963508950381422480 0.65194516987492012738 
0.40959076423236218112 0.82039320667308968105 0.33662701422539864637 
0.72223703182244669563 0.49261379846795527726 0.61280672474511654890 
0.44113479879645378645 0.39584981802710395016 0.34964887523725729501 
0.23712636347902638079 0.33550969443282530058 0.57579442964283011896 
